0.00	41.500000
0.02	39.500000
0.04	39.000000
0.06	39.500000
0.08	40.000000
0.10	39.500000
0.12	39.500000
0.14	40.000000
0.16	40.000000
0.18	40.000000
0.20	40.500000
0.22	40.000000
0.24	39.500000
0.26	40.500000
0.28	40.500000
0.30	39.500000
0.32	40.000000
0.34	40.000000
0.36	40.000000
0.38	39.500000
0.40	39.000000
0.42	40.000000
0.44	40.500000
0.46	39.500000
0.48	41.000000
0.50	39.000000
0.52	40.000000
0.54	41.000000
0.56	40.000000
0.58	40.500000
0.60	39.000000
0.62	40.500000
0.64	40.000000
0.66	39.500000
0.68	40.000000
0.70	39.500000
0.72	40.000000
0.74	40.000000
0.76	40.000000
0.78	39.500000
0.80	39.000000
0.82	39.500000
0.84	39.500000
0.86	41.000000
0.88	40.000000
0.90	40.000000
0.92	40.000000
0.94	40.000000
0.96	40.000000
0.98	40.000000
1.00	40.500000
1.02	40.500000
1.04	40.500000
1.06	39.000000
1.08	39.500000
1.10	40.000000
1.12	40.000000
1.14	40.500000
1.16	39.500000
1.18	40.500000
1.20	40.000000
1.22	40.000000
1.24	39.500000
1.26	40.000000
1.28	40.500000
1.30	40.500000
1.32	40.000000
1.34	40.000000
1.36	39.500000
1.38	40.000000
1.40	40.000000
1.42	40.500000
1.44	40.000000
1.46	40.000000
1.48	40.500000
1.50	40.000000
1.52	40.000000
1.54	40.000000
1.56	40.000000
1.58	40.500000
1.60	39.000000
1.62	40.000000
1.64	39.500000
1.66	40.500000
1.68	40.000000
1.70	40.500000
1.72	40.500000
1.74	40.000000
1.76	40.500000
1.78	40.000000
1.80	40.500000
1.82	40.000000
1.84	40.500000
1.86	40.000000
1.88	39.500000
1.90	40.000000
1.92	40.000000
1.94	40.000000
1.96	40.000000
1.98	40.000000
2.00	40.500000
2.02	39.500000
2.04	40.500000
2.06	40.000000
2.08	40.000000
2.10	40.500000
2.12	40.000000
2.14	39.500000
2.16	38.500000
2.18	41.500000
2.20	40.500000
2.22	39.000000
2.24	38.000000
2.26	41.000000
2.28	41.000000
2.30	39.500000
2.32	40.500000
2.34	40.000000
2.36	38.000000
2.38	42.000000
2.40	40.000000
2.42	40.000000
2.44	40.500000
2.46	39.500000
2.48	38.500000
2.50	42.000000
2.52	41.000000
2.54	40.000000
2.56	40.500000
2.58	37.500000
2.60	39.000000
2.62	42.000000
2.64	40.000000
2.66	40.000000
2.68	38.500000
2.70	41.000000
2.72	40.000000
2.74	41.000000
2.76	36.500000
2.78	41.000000
2.80	41.000000
2.82	41.500000
2.84	40.000000
2.86	38.500000
2.88	43.000000
2.90	41.000000
2.92	39.500000
2.94	40.500000
2.96	40.000000
2.98	39.000000
3.00	42.000000
3.02	40.000000
3.04	40.500000
3.06	40.000000
3.08	38.500000
3.10	41.000000
3.12	39.500000
3.14	41.000000
3.16	39.500000
3.18	37.500000
3.20	40.500000
3.22	42.000000
3.24	39.500000
3.26	40.000000
3.28	38.500000
3.30	41.500000
3.32	39.500000
3.34	40.500000
3.36	41.000000
3.38	39.000000
3.40	40.500000
3.42	40.500000
3.44	39.500000
3.46	41.000000
3.48	40.000000
3.50	37.000000
3.52	39.500000
3.54	40.500000
3.56	40.500000
3.58	40.500000
3.60	40.000000
3.62	40.000000
3.64	40.000000
3.66	39.500000
3.68	40.000000
3.70	40.000000
3.72	40.500000
3.74	41.000000
3.76	39.000000
3.78	40.000000
3.80	41.000000
3.82	39.500000
3.84	40.000000
3.86	40.000000
3.88	39.500000
3.90	41.500000
3.92	39.500000
3.94	41.000000
3.96	40.000000
3.98	39.500000
4.00	40.500000
4.02	39.500000
4.04	39.000000
4.06	41.500000
4.08	40.000000
4.10	40.500000
4.12	40.000000
4.14	40.000000
4.16	40.500000
4.18	38.500000
4.20	40.500000
4.22	40.500000
4.24	40.500000
4.26	40.500000
4.28	40.000000
4.30	39.500000
4.32	39.500000
4.34	40.000000
4.36	40.000000
4.38	40.000000
4.40	40.500000
4.42	40.000000
4.44	40.500000
4.46	41.000000
4.48	39.000000
4.50	40.000000
4.52	39.000000
4.54	40.500000
4.56	40.500000
4.58	39.500000
4.60	40.000000
4.62	40.500000
4.64	40.000000
4.66	40.000000
4.68	40.500000
4.70	39.500000
4.72	39.500000
4.74	40.000000
4.76	41.000000
4.78	39.500000
4.80	40.500000
4.82	40.000000
4.84	39.500000
4.86	40.500000
4.88	40.000000
4.90	40.500000
4.92	39.000000
4.94	39.500000
4.96	42.000000
4.98	39.500000
5.00	40.500000
5.02	39.500000
5.04	40.000000
5.06	40.000000
5.08	40.500000
5.10	40.000000
5.12	40.000000
5.14	40.000000
5.16	40.500000
5.18	40.000000
5.20	40.000000
5.22	40.000000
5.24	41.000000
5.26	39.000000
5.28	40.500000
5.30	40.000000
5.32	39.500000
5.34	39.500000
5.36	39.000000
5.38	40.500000
5.40	39.500000
5.42	40.000000
5.44	40.500000
5.46	40.000000
5.48	39.500000
5.50	41.000000
5.52	40.000000
5.54	40.500000
5.56	40.500000
5.58	40.000000
5.60	39.500000
5.62	39.500000
5.64	41.000000
5.66	39.500000
5.68	39.500000
5.70	41.000000
5.72	39.500000
5.74	41.000000
5.76	39.500000
5.78	41.000000
5.80	40.000000
5.82	39.500000
5.84	40.500000
5.86	39.500000
5.88	40.500000
5.90	39.500000
5.92	39.500000
5.94	40.000000
5.96	40.500000
5.98	39.000000
6.00	39.500000
6.02	41.000000
6.04	41.000000
6.06	39.500000
6.08	39.500000
6.10	40.000000
6.12	40.000000
6.14	39.500000
6.16	41.000000
6.18	39.500000
6.20	40.000000
6.22	40.500000
6.24	39.500000
6.26	39.500000
6.28	40.000000
6.30	40.500000
6.32	40.500000
6.34	40.000000
6.36	40.000000
6.38	40.500000
6.40	39.500000
6.42	40.000000
6.44	40.500000
6.46	40.000000
6.48	40.000000
6.50	40.500000
6.52	40.000000
6.54	40.000000
6.56	40.000000
6.58	40.000000
6.60	40.000000
6.62	39.500000
6.64	40.000000
6.66	39.500000
6.68	40.000000
6.70	40.000000
6.72	40.500000
6.74	40.000000
6.76	40.000000
6.78	39.500000
6.80	40.500000
6.82	40.000000
6.84	40.500000
6.86	40.500000
6.88	40.000000
6.90	40.000000
6.92	40.500000
6.94	39.500000
6.96	40.500000
6.98	40.000000
7.00	39.000000
7.02	40.000000
7.04	40.500000
7.06	40.000000
7.08	39.000000
7.10	40.500000
7.12	40.500000
7.14	38.500000
7.16	40.500000
7.18	40.000000
7.20	39.500000
7.22	40.000000
7.24	40.000000
7.26	40.000000
7.28	40.000000
7.30	40.000000
7.32	40.500000
7.34	39.500000
7.36	40.000000
7.38	40.000000
7.40	40.500000
7.42	40.500000
7.44	40.500000
7.46	39.500000
7.48	40.000000
7.50	40.000000
7.52	39.500000
7.54	40.000000
7.56	40.000000
7.58	39.500000
7.60	40.000000
7.62	39.500000
7.64	39.500000
7.66	40.500000
7.68	40.500000
7.70	39.000000
7.72	40.500000
7.74	40.000000
7.76	40.000000
7.78	39.500000
7.80	40.500000
7.82	40.500000
7.84	40.000000
7.86	40.000000
7.88	39.500000
7.90	40.500000
7.92	40.500000
7.94	39.500000
7.96	39.500000
7.98	40.000000
8.00	40.500000
8.02	38.500000
8.04	41.000000
8.06	40.500000
8.08	40.000000
8.10	40.000000
8.12	40.000000
8.14	40.000000
